Ensembl Gene ID	Ensembl Transcript ID	Affy zebrafish	HGNC symbol
ENSDARG00000005315	ENSDART00000123170	Dr.25366.1.A1_at	
ENSDARG00000005315	ENSDART00000123170	Dr.5803.1.S1_a_at	
ENSDARG00000005315	ENSDART00000134570	Dr.25366.1.A1_at	
ENSDARG00000005315	ENSDART00000134570	Dr.5803.1.S1_a_at	
ENSDARG00000005315	ENSDART00000041055	Dr.25366.1.A1_at	
ENSDARG00000005315	ENSDART00000041055	Dr.5803.1.S1_a_at	
ENSDARG00000005315	ENSDART00000018448	Dr.25366.1.A1_at	
ENSDARG00000005315	ENSDART00000018448	Dr.5803.1.S1_a_at	
ENSDARG00000005315	ENSDART00000132169		
ENSDARG00000005315	ENSDART00000139187		
ENSDARG00000005315	ENSDART00000143815		
ENSDARG00000055433	ENSDART00000077785	Dr.15993.1.S1_at	
ENSDARG00000044514	ENSDART00000065366	Dr.25704.1.A1_at	
ENSDARG00000044514	ENSDART00000065366	Dr.19323.1.S1_at	
ENSDARG00000044514	ENSDART00000100911	Dr.25704.1.A1_at	
ENSDARG00000044514	ENSDART00000100911	Dr.19323.1.S1_at	
ENSDARG00000044514	ENSDART00000137728	Dr.19323.1.S1_at	
ENSDARG00000044514	ENSDART00000126205	Dr.25704.1.A1_at	
ENSDARG00000044514	ENSDART00000126205	Dr.19323.1.S1_at	
ENSDARG00000017494	ENSDART00000121885		
ENSDARG00000094662	ENSDART00000132929		
ENSDARG00000094662	ENSDART00000134791		
ENSDARG00000056122	ENSDART00000126299	Dr.18113.1.S1_at	
ENSDARG00000056122	ENSDART00000063388	Dr.18113.1.S1_at	
ENSDARG00000091441	ENSDART00000122494		
ENSDARG00000061549	ENSDART00000087898		
ENSDARG00000007277	ENSDART00000014818	Dr.8300.1.S1_at	
ENSDARG00000007277	ENSDART00000127664	Dr.8300.1.S1_at	
ENSDARG00000007277	ENSDART00000112035		
ENSDARG00000092831	ENSDART00000146190		
ENSDARG00000008119	ENSDART00000131219	Dr.2387.1.A1_at	E2F6
ENSDARG00000008119	ENSDART00000015928	Dr.2387.1.A1_at	E2F6
ENSDARG00000008119	ENSDART00000130599		E2F6
ENSDARG00000088621	ENSDART00000122901		
ENSDARG00000092498	ENSDART00000121643	Dr.2596.4.S1_at	
ENSDARG00000079171	ENSDART00000109255		
ENSDARG00000004363	ENSDART00000019416		
ENSDARG00000016763	ENSDART00000004424	Dr.18115.1.S1_at	ZNF292 (2 of 2)
ENSDARG00000016763	ENSDART00000111678		ZNF292 (2 of 2)
ENSDARG00000061173	ENSDART00000135386		
ENSDARG00000061173	ENSDART00000086952	Dr.19376.1.A1_at	
ENSDARG00000061173	ENSDART00000121994	Dr.19376.1.A1_at	
ENSDARG00000061173	ENSDART00000098558	Dr.19376.1.A1_at	
ENSDARG00000061173	ENSDART00000140672		
ENSDARG00000095619	ENSDART00000137754		
ENSDARG00000056058	ENSDART00000078464		
ENSDARG00000069560	ENSDART00000146284		KCNH3
ENSDARG00000069560	ENSDART00000090625		KCNH3
ENSDARG00000061778	ENSDART00000105328	Dr.14785.2.A1_at	
ENSDARG00000061778	ENSDART00000105328	Dr.14785.1.S1_at	
ENSDARG00000004034	ENSDART00000019004	Dr.19974.1.S1_at	
ENSDARG00000004034	ENSDART00000019004	Dr.5711.1.S1_at	
ENSDARG00000004034	ENSDART00000132761		
ENSDARG00000095005	ENSDART00000144053		
ENSDARG00000071298	ENSDART00000105331		CHRM3 (2 of 2)
ENSDARG00000095597	ENSDART00000132979		
ENSDARG00000005001	ENSDART00000024960	Dr.19674.1.A1_at	
ENSDARG00000094407	ENSDART00000143438		
ENSDARG00000077277	ENSDART00000111574		
ENSDARG00000040479	ENSDART00000059245	Dr.26360.1.A1_at	
ENSDARG00000040479	ENSDART00000053888	Dr.26360.1.A1_at	
ENSDARG00000091631	ENSDART00000143708		
ENSDARG00000091631	ENSDART00000139610		
ENSDARG00000091631	ENSDART00000133398	Dr.524.1.A1_at	
ENSDARG00000091631	ENSDART00000141980		
ENSDARG00000091631	ENSDART00000147611		
ENSDARG00000091631	ENSDART00000127917	Dr.524.1.A1_at	
ENSDARG00000091631	ENSDART00000136774		
ENSDARG00000091631	ENSDART00000145889		
ENSDARG00000091631	ENSDART00000141872		
ENSDARG00000038979	ENSDART00000099581		VOPP1 (2 of 2)
ENSDARG00000038979	ENSDART00000147543		VOPP1 (2 of 2)
ENSDARG00000016789	ENSDART00000123166		
ENSDARG00000016789	ENSDART00000011572		
ENSDARG00000075132	ENSDART00000108477	Dr.14262.1.A1_a_at	
ENSDARG00000092518	ENSDART00000136197		
ENSDARG00000092518	ENSDART00000137591		
ENSDARG00000013414	ENSDART00000019748	Dr.11345.1.A1_at	
ENSDARG00000074049	ENSDART00000109913	Dr.16535.1.A1_at	C19H5orf49
ENSDARG00000094552	ENSDART00000139901		
ENSDARG00000086112	ENSDART00000137373	Dr.6360.1.A1_at	CKAP2
ENSDARG00000086112	ENSDART00000122147	Dr.6360.1.A1_at	CKAP2
ENSDARG00000091068	ENSDART00000130046		
ENSDARG00000093733	ENSDART00000134205		
ENSDARG00000070652	ENSDART00000083238		
ENSDARG00000087076	ENSDART00000124044		
ENSDARG00000014588	ENSDART00000046166		
ENSDARG00000014588	ENSDART00000135348		
ENSDARG00000087608	ENSDART00000130945		
ENSDARG00000086843	ENSDART00000121668		
ENSDARG00000092690	ENSDART00000141485		
ENSDARG00000068861	ENSDART00000099742		
ENSDARG00000090905	ENSDART00000126042		
ENSDARG00000086641	ENSDART00000121589	Dr.22239.1.A1_at	STBD1
ENSDARG00000077814	ENSDART00000099640		
ENSDARG00000078705	ENSDART00000109205		
ENSDARG00000003068	ENSDART00000131030		
ENSDARG00000003068	ENSDART00000024619		
ENSDARG00000013860	ENSDART00000074458	Dr.15014.2.S1_at	
ENSDARG00000013860	ENSDART00000074458	Dr.15014.1.A1_at	
ENSDARG00000013860	ENSDART00000144862	Dr.15014.2.S1_at	
ENSDARG00000013860	ENSDART00000144862	Dr.15014.1.A1_at	
ENSDARG00000013860	ENSDART00000143017	Dr.15014.2.S1_at	
ENSDARG00000013860	ENSDART00000143017	Dr.15014.1.A1_at	
ENSDARG00000041373	ENSDART00000060650	Dr.1085.1.S1_at	FCF1
ENSDARG00000041373	ENSDART00000060650	Dr.1085.2.A1_at	FCF1
ENSDARG00000093330	ENSDART00000136422		
ENSDARG00000068083	ENSDART00000098249		RAB26
ENSDARG00000095729	ENSDART00000144963		
ENSDARG00000095729	ENSDART00000133995		
ENSDARG00000042489	ENSDART00000062309	Dr.2925.1.S1_at	
ENSDARG00000095489	ENSDART00000139968		
ENSDARG00000092016	ENSDART00000144538		
ENSDARG00000037153	ENSDART00000129617	Dr.4628.1.S1_at	
ENSDARG00000037153	ENSDART00000054013	Dr.4628.1.S1_at	
ENSDARG00000006497	ENSDART00000076571	Dr.4188.1.A1_at	
ENSDARG00000006497	ENSDART00000076571	Dr.4188.2.S1_at	
ENSDARG00000006497	ENSDART00000126860	Dr.4188.1.A1_at	
ENSDARG00000006497	ENSDART00000126860	Dr.4188.2.S1_at	
ENSDARG00000006497	ENSDART00000057441	Dr.4188.1.A1_at	
ENSDARG00000006497	ENSDART00000057441	Dr.4188.2.S1_at	
ENSDARG00000006497	ENSDART00000076574	Dr.4188.1.A1_at	
ENSDARG00000006497	ENSDART00000076574	Dr.4188.2.S1_at	
ENSDARG00000006497	ENSDART00000057445	Dr.4188.2.S1_at	
ENSDARG00000006497	ENSDART00000076548	Dr.4188.2.S1_at	
ENSDARG00000092403	ENSDART00000145939		
ENSDARG00000060007	ENSDART00000111331		N4BP3
ENSDARG00000060007	ENSDART00000084104		N4BP3
ENSDARG00000042551	ENSDART00000144583		
ENSDARG00000042551	ENSDART00000142669		
ENSDARG00000042551	ENSDART00000062405		
ENSDARG00000018002	ENSDART00000017962	Dr.988.1.S1_at	
ENSDARG00000090858	ENSDART00000125532		
ENSDARG00000069881	ENSDART00000080578		
ENSDARG00000068809	ENSDART00000123707		
ENSDARG00000032218	ENSDART00000077670	Dr.23501.1.A1_at	
ENSDARG00000032218	ENSDART00000140400	Dr.23501.1.A1_at	
ENSDARG00000089192	ENSDART00000128764		
ENSDARG00000095822	ENSDART00000149442		
ENSDARG00000077207	ENSDART00000112010	Dr.9580.1.A1_at	
ENSDARG00000090631	ENSDART00000123407		PDZD7 (2 of 2)
ENSDARG00000025375	ENSDART00000101338	Dr.25191.1.S1_at	
ENSDARG00000025375	ENSDART00000007789	Dr.25191.1.S1_at	
ENSDARG00000015653	ENSDART00000115072		
ENSDARG00000015653	ENSDART00000020961		
ENSDARG00000012539	ENSDART00000019098	Dr.19519.1.S1_at	
ENSDARG00000015385	ENSDART00000015682		
ENSDARG00000094840	ENSDART00000136943		
ENSDARG00000094840	ENSDART00000141097		
ENSDARG00000042492	ENSDART00000062311		
ENSDARG00000042492	ENSDART00000124166		
ENSDARG00000073948	ENSDART00000113197		
ENSDARG00000031426	ENSDART00000041877		
ENSDARG00000010752	ENSDART00000002453		
ENSDARG00000062114	ENSDART00000089425		
ENSDARG00000062114	ENSDART00000131767		
ENSDARG00000089607	ENSDART00000106339		
ENSDARG00000087059	ENSDART00000115742		C12H10orf58 (2 of 2)
ENSDARG00000044847	ENSDART00000106537		
ENSDARG00000044847	ENSDART00000065917		
ENSDARG00000056075	ENSDART00000133372	Dr.12892.1.A1_at	
ENSDARG00000056075	ENSDART00000133372	Dr.12892.2.A1_at	
ENSDARG00000056075	ENSDART00000103872	Dr.12892.1.A1_at	
ENSDARG00000056075	ENSDART00000103872	Dr.12892.2.A1_at	
ENSDARG00000056075	ENSDART00000054054	Dr.12892.1.A1_at	
ENSDARG00000056075	ENSDART00000054054	Dr.12892.2.A1_at	
ENSDARG00000055889	ENSDART00000078297		
ENSDARG00000055889	ENSDART00000142102		
ENSDARG00000095572	ENSDART00000131487		
ENSDARG00000095572	ENSDART00000143589		
ENSDARG00000014796	ENSDART00000099880	Dr.8297.1.S1_at	
ENSDARG00000091663	ENSDART00000121930		DYDC2
ENSDARG00000053263	ENSDART00000075281		
ENSDARG00000053263	ENSDART00000123641		
ENSDARG00000061451	ENSDART00000087658	Dr.25877.1.A1_at	
ENSDARG00000061451	ENSDART00000134113		
ENSDARG00000071269	ENSDART00000105273	Dr.5495.2.A1_at	POLR3A
ENSDARG00000071269	ENSDART00000105273	Dr.5495.1.S1_at	POLR3A
ENSDARG00000017338	ENSDART00000146366	Dr.5866.1.A1_at	
ENSDARG00000017338	ENSDART00000019181	Dr.5866.1.A1_at	
ENSDARG00000017338	ENSDART00000101603	Dr.5866.1.A1_at	
ENSDARG00000013000	ENSDART00000142140		PPFIA2
ENSDARG00000013000	ENSDART00000034834		PPFIA2
ENSDARG00000068422	ENSDART00000098961		
ENSDARG00000068792	ENSDART00000148783		
ENSDARG00000068792	ENSDART00000099616		
ENSDARG00000092427	ENSDART00000136782		
ENSDARG00000078322	ENSDART00000113323		
ENSDARG00000076752	ENSDART00000111245	Dr.18776.1.A1_at	
ENSDARG00000076752	ENSDART00000140460	Dr.18776.1.A1_at	
ENSDARG00000076752	ENSDART00000144875		
ENSDARG00000030722	ENSDART00000042413	Dr.152.1.A1_at	
ENSDARG00000030722	ENSDART00000148685	Dr.152.1.A1_at	
ENSDARG00000061168	ENSDART00000086943	Dr.23984.1.A1_at	DHX34
ENSDARG00000092788	ENSDART00000148173		
ENSDARG00000092788	ENSDART00000132386		
ENSDARG00000092788	ENSDART00000137976		
ENSDARG00000053217	ENSDART00000075223	Dr.994.3.S1_at	
ENSDARG00000024299	ENSDART00000137424	Dr.16848.1.A1_at	
ENSDARG00000024299	ENSDART00000137424	Dr.14142.1.A1_at	
ENSDARG00000024299	ENSDART00000035006	Dr.14142.1.A1_at	
ENSDARG00000090194	ENSDART00000149746		HBXIP
ENSDARG00000090194	ENSDART00000126897		HBXIP
ENSDARG00000020509	ENSDART00000103898		
ENSDARG00000020509	ENSDART00000144884		
ENSDARG00000020509	ENSDART00000137033		
ENSDARG00000030236	ENSDART00000122747	Dr.1368.7.S1_at	
ENSDARG00000094399	ENSDART00000139488		
ENSDARG00000056551	ENSDART00000099591		
ENSDARG00000044513	ENSDART00000065365	Dr.13043.1.S1_at	
ENSDARG00000061185	ENSDART00000086994	Dr.241.1.A1_at	
ENSDARG00000052578	ENSDART00000144341		
ENSDARG00000052578	ENSDART00000074463		
ENSDARG00000052578	ENSDART00000144397		
ENSDARG00000095512	ENSDART00000136855		
ENSDARG00000067831	ENSDART00000097714		C12H10orf27
ENSDARG00000023815	ENSDART00000129395	Dr.3717.1.S1_at	
ENSDARG00000023815	ENSDART00000129395	Dr.17188.1.S1_at	
ENSDARG00000023815	ENSDART00000028161	Dr.17188.1.S1_at	
ENSDARG00000023815	ENSDART00000134056		
ENSDARG00000069373	ENSDART00000121946	Dr.15889.1.S1_at	
ENSDARG00000069373	ENSDART00000142193		
ENSDARG00000075062	ENSDART00000103869		
ENSDARG00000075062	ENSDART00000129280		
ENSDARG00000075062	ENSDART00000087343		
ENSDARG00000078419	ENSDART00000112267		FILIP1 (2 of 2)
ENSDARG00000095745	ENSDART00000106229	Dr.17269.1.A1_at	
ENSDARG00000053129	ENSDART00000075100		
ENSDARG00000034189	ENSDART00000047073	Dr.20531.1.S1_at	
ENSDARG00000040144	ENSDART00000106562	Dr.17269.1.A1_at	
ENSDARG00000013382	ENSDART00000027217	Dr.7200.2.S1_at	
ENSDARG00000013382	ENSDART00000027217	Dr.7200.1.A1_at	
ENSDARG00000006031	ENSDART00000027468	Dr.5312.1.S1_at	
ENSDARG00000040141	ENSDART00000058715	Dr.17269.1.A1_at	
ENSDARG00000040141	ENSDART00000075195	Dr.17269.1.A1_at	
ENSDARG00000024503	ENSDART00000114934	Dr.18933.1.A1_at	
ENSDARG00000024503	ENSDART00000030900	Dr.18933.1.A1_at	
ENSDARG00000038226	ENSDART00000055743		
ENSDARG00000094077	ENSDART00000138284		
ENSDARG00000094077	ENSDART00000133234		
ENSDARG00000056665	ENSDART00000140336	Dr.5306.1.S1_at	
ENSDARG00000056665	ENSDART00000079181	Dr.5306.1.S1_at	
ENSDARG00000056665	ENSDART00000134160		
ENSDARG00000043342	ENSDART00000063625		
ENSDARG00000043342	ENSDART00000150145		
ENSDARG00000070121	ENSDART00000102646		
ENSDARG00000077712	ENSDART00000075209	Dr.17269.1.A1_at	
ENSDARG00000077712	ENSDART00000124161		
ENSDARG00000054680	ENSDART00000077335		
ENSDARG00000054680	ENSDART00000140706		
ENSDARG00000040358	ENSDART00000125968		
ENSDARG00000040358	ENSDART00000129021		
ENSDARG00000040358	ENSDART00000136420		
ENSDARG00000042807	ENSDART00000148872		
ENSDARG00000042807	ENSDART00000078656		
ENSDARG00000088946	ENSDART00000125896	Dr.17269.1.A1_at	
ENSDARG00000091017	ENSDART00000106595		
ENSDARG00000091017	ENSDART00000126217		
ENSDARG00000077863	ENSDART00000115370		METTL22
ENSDARG00000077863	ENSDART00000125330		METTL22
ENSDARG00000012432	ENSDART00000024815	Dr.363.1.A1_at	
ENSDARG00000010423	ENSDART00000017155	Dr.17470.1.S1_at	
ENSDARG00000010423	ENSDART00000148018	Dr.17470.1.S1_at	
ENSDARG00000010423	ENSDART00000109463	Dr.17470.1.S1_at	
ENSDARG00000010423	ENSDART00000138071	Dr.17470.1.S1_at	
ENSDARG00000030633	ENSDART00000046880		PLEKHM3
ENSDARG00000025420	ENSDART00000031761	Dr.8066.1.S1_at	
ENSDARG00000093415	ENSDART00000135672		
ENSDARG00000093415	ENSDART00000132781		
ENSDARG00000093415	ENSDART00000137301		
ENSDARG00000087412	ENSDART00000128372	Dr.17269.1.A1_at	
ENSDARG00000090987	ENSDART00000058716	Dr.17269.1.A1_at	
ENSDARG00000062270	ENSDART00000089849	Dr.17362.1.A1_at	CCNYL3
ENSDARG00000062270	ENSDART00000137174	Dr.17362.1.A1_at	CCNYL3
ENSDARG00000033361	ENSDART00000132317		
ENSDARG00000033361	ENSDART00000040190	Dr.11501.1.S1_at	
ENSDARG00000091098	ENSDART00000106561	Dr.17269.1.A1_at	
ENSDARG00000091098	ENSDART00000128385		
ENSDARG00000023988	ENSDART00000036462		
ENSDARG00000078494	ENSDART00000108989		ADAMTS14
ENSDARG00000053192	ENSDART00000075188	Dr.13663.1.A1_at	
ENSDARG00000074471	ENSDART00000113644	Dr.18700.1.S1_at	
ENSDARG00000095571	ENSDART00000145180		
ENSDARG00000092290	ENSDART00000134576	Dr.12668.1.A1_at	GSG2
ENSDARG00000092290	ENSDART00000139557		GSG2
ENSDARG00000092290	ENSDART00000142928	Dr.12668.1.A1_at	GSG2
ENSDARG00000055360	ENSDART00000077707		LLPH
ENSDARG00000092607	ENSDART00000147350		
ENSDARG00000092607	ENSDART00000141253		
ENSDARG00000095384	ENSDART00000138245		
ENSDARG00000095384	ENSDART00000141060		
ENSDARG00000029544	ENSDART00000125348	Dr.12836.2.A1_at	
ENSDARG00000029544	ENSDART00000125348	Dr.12836.1.S1_at	
ENSDARG00000029544	ENSDART00000048759	Dr.12836.2.A1_at	
ENSDARG00000029544	ENSDART00000048759	Dr.12836.1.S1_at	
ENSDARG00000053183	ENSDART00000101132		TSPAN17
ENSDARG00000038089	ENSDART00000055528		TMEM114
ENSDARG00000018846	ENSDART00000066793	Dr.171.1.A1_at	
ENSDARG00000018846	ENSDART00000137608		
ENSDARG00000014746	ENSDART00000122037	Dr.15195.1.A1_at	
ENSDARG00000014746	ENSDART00000122037	Dr.11261.1.A1_at	
ENSDARG00000014746	ENSDART00000122037	Dr.16723.1.A1_at	
ENSDARG00000014746	ENSDART00000055534		
ENSDARG00000004587	ENSDART00000147889		KAT5 (1 of 2)
ENSDARG00000004587	ENSDART00000143929		KAT5 (1 of 2)
ENSDARG00000004587	ENSDART00000142420	Dr.10302.1.A1_at	KAT5 (1 of 2)
ENSDARG00000004587	ENSDART00000006983	Dr.10302.1.A1_at	KAT5 (1 of 2)
ENSDARG00000004587	ENSDART00000132155		KAT5 (1 of 2)
ENSDARG00000004587	ENSDART00000138902		KAT5 (1 of 2)
ENSDARG00000033400	ENSDART00000045677		
ENSDARG00000086910	ENSDART00000127221		DOK3
ENSDARG00000053190	ENSDART00000075186		GALNTL1
ENSDARG00000042269	ENSDART00000061987		
ENSDARG00000042269	ENSDART00000130634		
ENSDARG00000092357	ENSDART00000137989		
ENSDARG00000095438	ENSDART00000144494		
ENSDARG00000093420	ENSDART00000146932		CREB1 (2 of 2)
ENSDARG00000093420	ENSDART00000140178		CREB1 (2 of 2)
ENSDARG00000093420	ENSDART00000137582		CREB1 (2 of 2)
ENSDARG00000071310	ENSDART00000078804		
ENSDARG00000073847	ENSDART00000111617	Dr.15490.1.A1_at	
ENSDARG00000012729	ENSDART00000052552		HCLS1
ENSDARG00000012729	ENSDART00000137814		HCLS1
ENSDARG00000091086	ENSDART00000126220		ALX3
ENSDARG00000068787	ENSDART00000099607	Dr.22804.1.S1_at	
ENSDARG00000068787	ENSDART00000099607	Dr.16965.1.S1_at	
ENSDARG00000020454	ENSDART00000005431	Dr.1191.2.S1_at	
ENSDARG00000020454	ENSDART00000134348	Dr.1191.2.S1_at	
ENSDARG00000071389	ENSDART00000141371		
ENSDARG00000071389	ENSDART00000105511		
ENSDARG00000079276	ENSDART00000110016	Dr.18171.1.S1_at	UBE2QL1
ENSDARG00000079276	ENSDART00000110016	Dr.13462.1.A1_at	UBE2QL1
ENSDARG00000079276	ENSDART00000110016	Dr.17810.1.A1_at	UBE2QL1
ENSDARG00000079276	ENSDART00000110016	Dr.11830.1.A1_at	UBE2QL1
ENSDARG00000079276	ENSDART00000141896	Dr.11830.1.A1_at	UBE2QL1
ENSDARG00000042557	ENSDART00000062421	Dr.12863.1.A1_at	
ENSDARG00000042557	ENSDART00000132278		
ENSDARG00000055099	ENSDART00000145942		
ENSDARG00000055099	ENSDART00000077394		
ENSDARG00000038985	ENSDART00000079131		CDY1
ENSDARG00000038985	ENSDART00000132328		CDY1
ENSDARG00000070623	ENSDART00000103887	Dr.16321.1.S1_at	
ENSDARG00000070623	ENSDART00000103887	Dr.16321.2.S1_a_at	
ENSDARG00000070623	ENSDART00000145549	Dr.16321.2.S1_a_at	
ENSDARG00000070623	ENSDART00000097270	Dr.16321.1.S1_at	
ENSDARG00000070623	ENSDART00000097270	Dr.16321.2.S1_a_at	
ENSDARG00000078007	ENSDART00000109706		
ENSDARG00000019228	ENSDART00000128888	Dr.23811.1.A1_at	
ENSDARG00000019228	ENSDART00000143301	Dr.23811.1.A1_at	
ENSDARG00000019228	ENSDART00000017436	Dr.23811.1.A1_at	
ENSDARG00000019228	ENSDART00000141729		
ENSDARG00000019228	ENSDART00000139808		
ENSDARG00000069216	ENSDART00000112405		
ENSDARG00000069216	ENSDART00000100546	Dr.21939.1.A1_at	
ENSDARG00000054352	ENSDART00000141217		
ENSDARG00000054352	ENSDART00000100719		
ENSDARG00000054352	ENSDART00000114995		
ENSDARG00000054352	ENSDART00000076533		
ENSDARG00000054352	ENSDART00000148112		
ENSDARG00000054352	ENSDART00000146752		
ENSDARG00000095355	ENSDART00000147673		
ENSDARG00000095355	ENSDART00000135085		
ENSDARG00000043821	ENSDART00000064343	Dr.26248.1.A1_at	
ENSDARG00000043821	ENSDART00000142295		
ENSDARG00000043821	ENSDART00000104317		
ENSDARG00000019191	ENSDART00000017851		SEPT12
ENSDARG00000060915	ENSDART00000086324		FBXL16
ENSDARG00000037390	ENSDART00000054408		
ENSDARG00000017605	ENSDART00000146839		
ENSDARG00000017605	ENSDART00000026694		
ENSDARG00000076916	ENSDART00000113660	Dr.6405.1.A1_at	MAGI3 (1 of 2)
ENSDARG00000076916	ENSDART00000141091		MAGI3 (1 of 2)
ENSDARG00000076916	ENSDART00000144918		MAGI3 (1 of 2)
ENSDARG00000094881	ENSDART00000145203		
ENSDARG00000093491	ENSDART00000135291		
ENSDARG00000093491	ENSDART00000136576		
ENSDARG00000044512	ENSDART00000065362		CA4 (2 of 3)
ENSDARG00000094193	ENSDART00000147883	Dr.16296.2.A1_x_at	
ENSDARG00000094193	ENSDART00000147883	Dr.16296.1.S1_at	
ENSDARG00000094193	ENSDART00000147883	Dr.16296.1.S1_a_at	
ENSDARG00000094193	ENSDART00000147883	Dr.16296.1.S1_x_at	
ENSDARG00000094193	ENSDART00000148330	Dr.16296.2.A1_x_at	
ENSDARG00000094193	ENSDART00000148330	Dr.16296.1.S1_at	
ENSDARG00000094193	ENSDART00000148330	Dr.16296.1.S1_a_at	
ENSDARG00000094193	ENSDART00000148330	Dr.16296.1.S1_x_at	
ENSDARG00000094193	ENSDART00000142169	Dr.16296.2.A1_x_at	
ENSDARG00000094193	ENSDART00000142169	Dr.16296.1.S1_at	
ENSDARG00000094193	ENSDART00000142169	Dr.16296.1.S1_a_at	
ENSDARG00000094193	ENSDART00000142169	Dr.16296.1.S1_x_at	
ENSDARG00000094193	ENSDART00000140202	Dr.16296.2.A1_x_at	
ENSDARG00000094193	ENSDART00000140202	Dr.16296.1.S1_at	
ENSDARG00000094193	ENSDART00000140202	Dr.16296.1.S1_a_at	
ENSDARG00000094193	ENSDART00000140202	Dr.16296.1.S1_x_at	
ENSDARG00000094193	ENSDART00000143270	Dr.16296.2.A1_x_at	
ENSDARG00000094193	ENSDART00000143270	Dr.16296.1.S1_at	
ENSDARG00000094193	ENSDART00000143270	Dr.16296.1.S1_a_at	
ENSDARG00000094193	ENSDART00000143270	Dr.16296.1.S1_x_at	
ENSDARG00000094193	ENSDART00000139372		
ENSDARG00000095743	ENSDART00000141068	Dr.5112.1.S3_at	
ENSDARG00000095743	ENSDART00000141068	Dr.5112.1.S1_at	
ENSDARG00000095743	ENSDART00000141068	Dr.5112.1.S2_at	
ENSDARG00000040299	ENSDART00000058969	Dr.18289.1.S1_at	
ENSDARG00000095917	ENSDART00000148813		
ENSDARG00000070109	ENSDART00000133659	Dr.15653.1.S1_at	
ENSDARG00000070109	ENSDART00000102609	Dr.15653.1.S1_at	
ENSDARG00000070109	ENSDART00000142879	Dr.15653.1.S1_at	
ENSDARG00000040301	ENSDART00000058971	Dr.14868.1.S1_at	
ENSDARG00000024870	ENSDART00000033588	Dr.5112.1.S1_at	
ENSDARG00000024870	ENSDART00000033588	Dr.5112.1.S2_at	
ENSDARG00000061159	ENSDART00000098540	Dr.2184.1.A1_at	
ENSDARG00000061159	ENSDART00000144271	Dr.2184.1.A1_at	
ENSDARG00000038024	ENSDART00000055422		
ENSDARG00000038024	ENSDART00000108973		
ENSDARG00000071386	ENSDART00000144389		
ENSDARG00000071386	ENSDART00000139256		
ENSDARG00000071386	ENSDART00000105506		
ENSDARG00000092676	ENSDART00000133963		
ENSDARG00000061288	ENSDART00000087293		
ENSDARG00000061288	ENSDART00000146805		
ENSDARG00000094554	ENSDART00000142623		
ENSDARG00000094554	ENSDART00000135947		
ENSDARG00000040137	ENSDART00000058707	Dr.19839.1.A1_at	JDP2 (1 of 2)
ENSDARG00000042562	ENSDART00000062429		
ENSDARG00000042562	ENSDART00000145992		
ENSDARG00000042562	ENSDART00000144549		
ENSDARG00000091788	ENSDART00000122364		NPFFR1
ENSDARG00000077760	ENSDART00000114415		ASCC1 (1 of 2)
ENSDARG00000040135	ENSDART00000058706		FOS (2 of 3)
ENSDARG00000060126	ENSDART00000150024	Dr.22830.1.A1_at	
ENSDARG00000060126	ENSDART00000084425		
ENSDARG00000090676	ENSDART00000130157		
ENSDARG00000093450	ENSDART00000140829		
ENSDARG00000093450	ENSDART00000135168		
ENSDARG00000042794	ENSDART00000021061		SAR1A (1 of 2)
ENSDARG00000056594	ENSDART00000079114	Dr.12624.1.S1_a_at	
ENSDARG00000056594	ENSDART00000130922	Dr.12624.1.S1_a_at	
ENSDARG00000034201	ENSDART00000128241	Dr.26347.1.A1_at	
ENSDARG00000034201	ENSDART00000041813		
ENSDARG00000095761	ENSDART00000144655		
ENSDARG00000011171	ENSDART00000135591		ODZ2 (2 of 2)
ENSDARG00000011171	ENSDART00000040740		ODZ2 (2 of 2)
ENSDARG00000095122	ENSDART00000132072		
ENSDARG00000040362	ENSDART00000059063	Dr.6603.1.A1_at	
ENSDARG00000093760	ENSDART00000136316		
ENSDARG00000093760	ENSDART00000139125		
ENSDARG00000056210	ENSDART00000141267	Dr.13265.1.A1_at	
ENSDARG00000056210	ENSDART00000025319	Dr.13265.1.A1_at	
ENSDARG00000094756	ENSDART00000146217		
ENSDARG00000061951	ENSDART00000131402	Dr.2275.1.A1_at	
ENSDARG00000061951	ENSDART00000088963	Dr.2275.1.A1_at	
ENSDARG00000061951	ENSDART00000140424		
ENSDARG00000061951	ENSDART00000133810		
ENSDARG00000071381	ENSDART00000105489		
ENSDARG00000004616	ENSDART00000020004	Dr.8133.1.S1_at	
ENSDARG00000004616	ENSDART00000122563	Dr.8133.1.S1_at	
ENSDARG00000074521	ENSDART00000109029		MAP6 (1 of 2)
ENSDARG00000016837	ENSDART00000005625	Dr.24070.1.A1_at	
ENSDARG00000093998	ENSDART00000136985		
ENSDARG00000019732	ENSDART00000013394	Dr.7215.1.S1_at	
ENSDARG00000019732	ENSDART00000138760		
ENSDARG00000093076	ENSDART00000132003		
ENSDARG00000095175	ENSDART00000143360		
ENSDARG00000095175	ENSDART00000143679		
ENSDARG00000095175	ENSDART00000144453		
ENSDARG00000008312	ENSDART00000017800		DNAJB12 (3 of 3)
ENSDARG00000074543	ENSDART00000122969		
ENSDARG00000074543	ENSDART00000121723		
ENSDARG00000074543	ENSDART00000114462		
ENSDARG00000056331	ENSDART00000078795	Dr.5873.1.A1_at	
ENSDARG00000056331	ENSDART00000078792		
ENSDARG00000037617	ENSDART00000054784		ASCC1 (2 of 2)
